Kod;Produktgrupp;Artikelnr;RSK-nr;Benämning;Rabatt;Rabatt2;NtoPris;ArtRabatt
V;350932;;;ODF m. TBH TD Fiberoptik;47,11;;;;
V;350934;;;Patchkablage TD Fiberoptik;46,04;;;;
V;350938;;;Skanova TD Fiberoptik;43,54;;;;
V;350950;;;Wire Tray Axelent;38,95;;;;
V;350990;;;Solar Plus Patchkablar fiber;50,00;;;;
V;350994;;;Solar Netto;50,00;;;;
V;350995;;;Solar Plus;50,00;;;;
V;351100;;;Uttag/Brickor Commscope I;73,18;;;;
V;351104;;;Modularkontakter Commscope I;78,30;;;;
V;351106;;;Modularkontakter Commscope II;64,29;;;;
V;351108;;;Paneler Commscope I;73,18;;;;
V;351112;;;Patchkablage Commscope I;64,68;;;;
V;351200;;;Actassi Patch & Färgkodning 3B =S=O;28,20;;;;
V;351204;;;Actassi Rj45 Jack 3B =S=O;36,81;;;;
V;351206;;;Home 3H =S=O;40,62;;;;
V;351210;;;Actassi DataskåpTbh 3B =S=O;14,63;;;;
V;351213;;;Thorsman CYB 7D =S=O;73,71;;;;
V;351214;;;Thorsman CYB 7E =S=O;73,71;;;;
V;351215;;;Thorsman CYB HD =S=O;73,71;;;;
V;351216;;;Nätverksanslutning trådat 3H =S=O;67,89;;;;
V;351220;;;Data Centrumplattor 3H =S=O;25,93;;;;
V;351235;;;Datauttag RG36 ELKO;57,00;;;;
V;351240;;;Patch kabel Leviton;41,11;;;;
V;351300;;;Uttag/Brickor Fästmateriel 33 Elko;71,15;;;;
V;351308;;;Tcs Data 37 Elko;21,45;;;;
V;351312;;;Uttag, C-platta RS Renvit inf I 58 Elko;65,00;;;;
V;351314;;;Uttag, C-platta RS Renvit inf II 58 Elko;63,00;;;;
V;351316;;;Uttag, C-platta RS Renvit utv 58 Elko;64,00;;;;
V;351320;;;Kompletta MOD.uttag FV/RV RG 3D ELKO;48,22;;;;
V;351322;;;Cetrum-/Blindlock FV/RV RG 3D ELKO;47,21;;;;
V;351324;;;Kompletta MOD.uttag SV RG 3D ELKO;48,22;;;;
V;351326;;;Cetrum-/Blindlock SV RG 3D ELKO;47,21;;;;
V;351350;;;USB adapt Hager;68,00;;;;
V;351352;;;Centrumplattor Data Hager;56,73;;;;
V;351355;;;Nätverksprodukter Teltonika;27,99;;;;
V;351500;;;SIMATIC NET IE Switch fältnivå 5N2 SIE;21,77;;;;
V;351502;;;SIMATIC NET IE Switch enkla 5N1 SIE;45,57;;;;
V;351504;;;SIMATIC NET IWLAN 5W3 SIE;19,04;;;;
V;351506;;;SIMATIC NET CP-kort Micro PLC 5P1 SIE;23,15;;;;
V;351510;;;SIMATIC NET IE Switch styr/anl 5N3 SIE;17,50;;;;
V;351514;;;SIMATIC NET SCALANCE M fältnivå 5M2 SIE;17,22;;;;
V;351600;;;Aktiv Nätverksutrustning Melbye;29,49;;;;
V;351602;;;Mediakonverter Melbye;29,49;;;;
V;351640;;;Modularkontakter NEXANS;56,93;;;;
V;351642;;;Kabelsystem Nexans;58,28;;;;
V;351682;;;Switch unman Stratix 2000 K651E A-B;30,19;;;;
V;351684;;;Switch managed Stratix 5700 K671A A-B;16,46;;;;
V;351689;;;Nätverkswitchar Murr;44,09;;;;
V;351690;;;Tbh Switch Stratix 4000 K6974 A-B;16,46;;;;
V;351700;;;Switch Industrial Ethernet I651 Weidm;34,55;;;;
V;351702;;;Industrial Ethernet kablar I655 Weidm;35,96;;;;
V;351704;;;Industrial Ethernet kontakter I652 Weidm;34,55;;;;
V;351800;;;Uttag/brickor Jussi ABB;68,88;;;;
V;351802;;;Uttag/brickor Impressivo ABB;66,41;;;;
V;351804;;;Datauttag Saga  ABB;54,21;;;;
V;351842;;;D-Link Aktiva Produkter;27,91;;;;
V;351900;;;CTS System;39,05;;;;
V;351904;;;Avantis Aktiva Produkter;26,15;;;;
V;351908;;;Aktiv Nätverksutrustning Zyxel;27,31;;;;
V;351912;;;Koaxialkontakter;63,11;;;;
V;351920;;;Data/Tele Berker S1 Hager;65,00;;;;
V;351928;;;Nätverksutrustning Televes;17,93;;;;
V;351932;;;Uttag 4 Murr;52,68;;;;
V;351950;;;Datanät TD Fiberoptik;36,59;;;;
V;351960;;;Kontaktdon Phönix;40,37;;;;
V;351962;;;Omvandlare/switchar I Phönix;39,29;;;;
V;351965;;;Omvandlare/Switchar AE Phoenix;19,83;;;;
V;351990;;;Solar Plus Fiber;50,00;;;;
V;351991;;;Solar Plus Kontaktdon;50,00;;;;
V;351992;;;Solar Plus Switchar;50,00;;;;
V;351994;;;Solar Netto;50,00;;;;
V;351995;;;Solar Plus Pathkabel CU;50,00;;;;
V;352100;;;LOGO! Power 583 SIE;57,47;;;;
V;352102;;;SIPLUS LOGO! Nätdon 470 SIE;21,46;;;;
V;352110;;;S7-200 & S7-1200 Nätdon 590 SIE;23,56;;;;
V;352112;;;S7-300 & ET200 PRO Nätdon 589 SIE;22,66;;;;
V;352120;;;SITOP Compact / PSU 583 SIE;33,36;;;;
V;352122;;;SITOP DC USV 585 SIE;30,36;;;;
V;352124;;;SITOP Lite 593 SIE;50,93;;;;
V;352126;;;SITOP Modular 581 SIE;49,79;;;;
V;352128;;;SITOP Select 586 SIE;46,93;;;;
V;352130;;;SITOP Smart 582 SIE;45,47;;;;
V;352132;;;SITOP Fästmateriel 588 Sie;42,23;;;;
V;352140;;;Transformator isolerade 0-16kVA 4M1 SIE;70,14;;;;
V;352150;;;Överspänningsskydd 037 SIE;81,23;;;;
V;352160;;;Montagematerial Solceller VDV;53,50;;;;
V;352180;;;Överspänningsskydd Eltako;45,18;;;;
V;352200;;;Skyddstrafo LF NORATEL;67,00;;;;
V;352204;;;Skyddstrafo SU NORATEL;67,97;;;;
V;352208;;;Skyddstrafo RDS (Norm) NORATEL;66,23;;;;
V;352212;;;DC-Strömförsörjning DSD (Din) NORATEL;61,56;;;;
V;352216;;;Skyddstrafo FR NORATEL;67,28;;;;
V;352224;;;DC-Strömförsörjning DRA (Din) NORATEL;59,62;;;;
V;352228;;;Belysningstrafo HaloPower NORATEL;60,51;;;;
V;352250;;;Skyddstrafo Tufvasson Tesch;68,17;;;;
V;352261;;;SOLCELL I GARO;49,03;;;;
V;352270;;;Ladduttag USB Plus 44 Elko;70,00;;;;
V;352271;;;Ladduttag USB FV RS 49 Elko;70,70;;;;
V;352272;;;Ladduttag USB RS Renvit 58 Elko;64,00;;;;
V;352274;;;USB-UTTAG RG36 ELKO;54,29;;;;
V;352280;;;USB Uttag Hager;63,86;;;;
V;352300;;;Nätaggregat Swansons;62,54;;;;
V;352304;;;Dokumentskåp Swanson;61,61;;;;
V;352308;;;Rökluckestyrning Swanson;57,88;;;;
V;352312;;;Larm och Teleplintar Swanson;53,66;;;;
V;352373;;;Optimerare Tigo;54,00;;;;
V;352379;;;Solenergiprodukter SunStyle 2401;40,59;;;;
V;352392;;;Växelriktare Sellpower;55,00;;;;
V;352393;;;Energilagring Sellpower;56,50;;;;
V;352394;;;Montagematerial Tegel Sellpower;49,00;;;;
V;352395;;;Takgenomföringar Sellpower;51,00;;;;
V;352396;;;Montagematerial Papptak Sellpower;49,00;;;;
V;352398;;;solcellslarm Sellpower;45,46;;;;
V;352399;;;Solenergi display Sellpower;47,00;;;;
V;352400;;;Transformator ABL FA =S=O;76,15;;;;
V;352404;;;Nätaggregat ABL FA =S=O;75,71;;;;
V;352405;;;Laddstation USB H1 =S=O;67,89;;;;
V;352408;;;Normtrafo A9 SA =S=O;53,78;;;;
V;352412;;;Åskskydd A9 SA =S=O;53,32;;;;
V;352413;;;Åskskydd A9 SD =S=O;53,32;;;;
V;352420;;;UPS APC =S=;56,83;;;;
V;352422;;;Överspänningsskydd R9 RA  Schneider;58,80;;;;
V;352430;;;52 RCO;37,11;;;;
V;352501;;;Nätaggregat Basic 1606-XLB B979F A-B;34,67;;;;
V;352504;;;Nätaggregat kompakt 1606-XLP B9349 A-B;41,93;;;;
V;352507;;;BUFFERTMODUL 1606-XLS B9350 A-B;34,02;;;;
V;352512;;;Nätaggregat 1606-XLE B9348 A-B;41,47;;;;
V;352540;;;Övervakningsmodul Mico 9 Murr;55,91;;;;
V;352541;;;Nätaggregat 9 Murr;61,29;;;;
V;352542;;;Nätaggregat & transformator 9 Murr;61,29;;;;
V;352544;;;Transientskydd 2 Murr;41,41;;;;
V;352551;;;Strömförsörjning DD Omron;41,51;;;;
V;352552;;;UPS DU Omron;44,09;;;;
V;352560;;;Spänningsaggregat ABB;60,27;;;;
V;352610;;;Blybatterier Celltech;58,43;;;;
V;352630;;;Strömförsörjning CDVI;34,74;;;;
V;352640;;;Strömförsörjning Milleteknik;28,42;;;;
V;352641;;;Nätverksutrustning MIlleteknik;30,21;;;;
V;352642;;;Tillbehör Milleteknik;36,77;;;;
V;352648;;;UPS bas 9B =S=;42,83;;;;
V;352650;;;Åskskydd Elrond;65,37;;;;
V;352670;;;Transformator Eldon;58,77;;;;
V;352680;;;Nätaggregat Eltako;69,18;;;;
V;352700;;;Åskskydd Hager;67,50;;;;
V;352720;;;Nätaggregat Mascot;55,49;;;;
V;352730;;;Belysningstransformatorer Maxel;62,63;;;;
V;352750;;;Överspänningsskydd OBO;65,00;;;;
V;352754;;;Överspänningsskydd Elkraft DEHN;53,57;;;;
V;352756;;;Överspänningsskydd signal DEHN;53,57;;;;
V;352758;;;Överspänningsskydd Tbh DEHN;50,00;;;;
V;352765;;;Transfomatorer Ledvance;63,05;;;;
V;352770;;;Belysnings Trafo Garo Elflex;54,22;;;;
V;352771;;;Överspänningsskydd Garo;68,00;;;;
V;352799;;;Elektroniska säkringar Wago;43,44;;;;
V;352810;;;Blybatteri Sellpower;42,16;;;;
V;352811;;;Enoc System;50,00;;;;
V;352812;;;Blybatteri Sellpower X;43,22;;;;
V;352850;;;Belysnings Trafo VADSBO;69,00;;;;
V;352858;;;Spänningsaggregat Carlo Gavazzi;26,00;;;;
V;352860;;;Nätaggregat Ecoline E553 Weidm;64,67;;;;
V;352890;;;UPS Eaton;35,67;;;;
V;352900;;;Strömförsörjning Alarmtech;55,70;;;;
V;352950;;;Strömförsörjning Phönix;40,93;;;;
V;352952;;;UPS Phönix;41,17;;;;
V;352954;;;Överströmsskydd Phönix;39,24;;;;
V;352955;;;Trafo AA Phoenix;38,29;;;;
V;352961;;;LIGHT Belysningstransformatorer I;45,00;;;;
V;352962;;;LIGHT Belysningstransformatorer Ii;45,00;;;;
V;352972;;;LIGHT Solar Belysningstrafo Ii;45,00;;;;
V;352990;;;Solar Plus Blybatteri;50,00;;;;
V;352991;;;Solar Plus Överspänningsskydd;50,00;;;;
V;352994;;;Solar Netto;50,00;;;;
V;352995;;;Solar Plus Nätaggregat;50,00;;;;
V;353100;;;Ljus-/Ljudramp  XV./A/B/D IC =S=O;70,07;;;;
V;353101;;;Signaltorn 42K Siemens;50,43;;;;
V;353110;;;Ringledningstrafo A9 SA =S=O;38,99;;;;
V;353114;;;Tryckknapp Mush Ø22 Style 5 IB =S=O;55,08;;;;
V;353124;;;Kontorssigal Exxact H1 =S=;67,40;;;;
V;353126;;;Ringledartrafo R9 RA  Schneider;45,92;;;;
V;353150;;;Ljustorn 854J B518J A-B;48,25;;;;
V;353155;;;Ljustorn 856T B5-28G A-B;52,21;;;;
V;353200;;;Ringklockor 41 Elko;58,26;;;;
V;353206;;;Varningsmateriel T005 Weidm;60,40;;;;
V;353210;;;Sirener Visonic;50,32;;;;
V;353250;;;Ljuspelare I Balluff;13,92;;;;
V;353280;;;Larmdon Ateco;17,37;;;;
V;353400;;;Honeywell Dörrsignal  Friedland;67,77;;;;
V;353440;;;Normtrafo Eldon;63,01;;;;
V;353480;;;Kontorssignal RS 46 Elko;61,17;;;;
V;353482;;;Ljudsignaler RS Nordic 58 Elko;61,33;;;;
V;353500;;;Batterier GP;45,36;;;;
V;353510;;;Powerstations Aquila;36,50;;;;
V;353540;;;Normtrafo Hager;69,00;;;;
V;353580;;;Kontor/Kö-System Tjeder;59,83;;;;
V;353600;;;Varningsljus/siren Nelco;57,72;;;;
V;353680;;;Övrig Ringledningsmat.;64,20;;;;
V;353700;;;Varningsljus/Siren Sie;76,27;;;;
V;353702;;;Siren, Sum & Blixtljus 3SIDF SP Sie;44,05;;;;
V;353840;;;Batterier Varta;70,33;;;;
V;353990;;;Solar Plus Batteri;50,00;;;;
V;353991;;;Solar Plus Siréner;50,00;;;;
V;353994;;;Solar Netto;50,00;;;;
V;353995;;;Solar Plus;50,00;;;;
V;355050;;;RWC Hager;52,34;;;;
V;355100;;;Nödsignalsystem H1 =S=;73,62;;;;
V;355104;;;Handikapplarm RWC Exxact H1 =S=;75,13;;;;
V;355200;;;Nödsignal Tjeders;57,84;;;;
V;355300;;;Nödsignalsystem RS 46 Elko;69,27;;;;
V;355302;;;Nödsignalsystem RS Renvit 58 Elko;62,72;;;;
V;355400;;;Nödsignalsystem B&J;59,32;;;;
V;355500;;;Säkerhetssystem Tjeders;44,97;;;;
V;355804;;;RWC-Larm Saga ABB;52,17;;;;
V;355994;;;Solar Netto;50,00;;;;
V;357100;;;Teleuttag 33 Elko;75,00;;;;
V;357112;;;Telefoni Exxact =S=;74,00;;;;
V;357320;;;Telefoni utr Moon Radio;64,04;;;;
V;357994;;;Solar Netto;50,00;;;;
V;357995;;;Solar Plus;50,00;;;;
V;358104;;;Passage Codelock 3SAAM V-Bilt;38,37;;;;
V;358106;;;Passage Coodor 3SAAF V-Bilt;42,15;;;;
V;358111;;;Passage Aliro 3SASA V-Biltmens SP;39,92;;;;
V;358116;;;Passage Kort & Taggar 3SABJ V-Bilt;45,60;;;;
V;358120;;;Passage Läsare 3SABH V-Bilt;48,59;;;;
V;358121;;;Startpaket Vanderbilt;47,37;;;;
V;358128;;;PassageTbh 3SAAA V-Bilt;43,53;;;;
V;358130;;;Passage Batteri 3SAEB V-Bilt;30,20;;;;
V;358132;;;Passage Tbh V-bilt;49,23;;;;
V;358193;;;ID LOCK LÅS;44,38;;;;
V;358220;;;Axema Z;29,66;;;;
V;358221;;;Axema B;27,11;;;;
V;358222;;;Axema F P;28,18;;;;
V;358223;;;Axema A V T;32,14;;;;
V;358250;;;Lås ASSA;29,79;;;;
V;358251;;;Dörrstängare ASSA;50,27;;;;
V;358256;;;Yale ASSA;30,13;;;;
V;358259;;;ARX ASSA X;37,33;;;;
V;358261;;;ARX ASSA;37,33;;;;
V;358262;;;ARX special ASSA;26,81;;;;
V;358263;;;Aperio ASSA;33,14;;;;
V;358264;;;Övrigt ASSA;25,79;;;;
V;358266;;;ARX ASSA (Old);27,99;;;;
V;358268;;;Aperio ASSA X;40,00;;;;
V;358270;;;Lås Låsborgen;36,32;;;;
V;358280;;;Aptus centraler ASSA;45,26;;;;
V;358282;;;Aptus Licenser ASSA;45,26;;;;
V;358284;;;Aptus läsare & portregister ASSA;45,26;;;;
V;358286;;;Aptus bokningstavlor ASSA;45,26;;;;
V;358288;;;Aptus tillbehör taggar ASSA;45,26;;;;
V;358290;;;Aptus tillbehör cent. & läsare ASSA;45,26;;;;
V;358292;;;Aptus Yale Doorman ASSA;45,26;;;;
V;358294;;;Porttelefon och Läsare DoorBird Assa;36,84;;;;
V;358296;;;ARX integration DoorBird Assa;36,84;;;;
V;358298;;;Tillbehör Aktiv utr. DoorBird Assa;36,84;;;;
V;358299;;;Tillbehör Passiv utr. DoorBird Assa;36,84;;;;
V;358341;;;SALTO PASSER;25,70;;;;
V;358342;;;SALTO TBH;27,49;;;;
V;358344;;;Danalock integration Salto;25,70;;;;
V;358345;;;TBH-2 Salto;25,70;;;;
V;358346;;;TBH-3 Salto;25,70;;;;
V;358370;;;ELS Vision Electrolux;9,36;;;;
V;358372;;;58 B RCO;31,34;;;;
V;358373;;;58 C RCO;41,67;;;;
V;358374;;;58 D RCO;31,76;;;;
V;358375;;;58 C RCO X;40,43;;;;
V;358380;;;Larm Tbh Stonehouse;38,67;;;;
V;358460;;;Dörrautomatik (Digiway) CDVI;43,16;;;;
V;358465;;;Dörrautomatik tillbehör-1 CDVI;42,11;;;;
V;358466;;;Dörrautomatik tillbehör-2 CDVI;43,16;;;;
V;358467;;;Dörrautomatik tillbehör-3 CDVI;44,00;;;;
V;358470;;;Ellås CDVI;34,74;;;;
V;358472;;;Magnetslås & Brytskydd CDVI;34,74;;;;
V;358474;;;Kodlås CDVI;34,74;;;;
V;358476;;;Biometrics CDVI;34,74;;;;
V;358478;;;Sändare och mottagare CDVI;34,74;;;;
V;358480;;;Passersystem centraler CDVI;34,74;;;;
V;358482;;;Passersystem läsare CDVI;34,74;;;;
V;358484;;;Passersystem Taggar och Kort CDVI;34,74;;;;
V;358486;;;Passersystem Licenser CDVI;34,74;;;;
V;358489;;;Passersytem Övriga tillbehör CDVI;34,74;;;;
V;358490;;;Generella tillbehör CDVI;34,74;;;;
V;358500;;;Dörrkontroll UTC Fire & Security;31,54;;;;
V;358510;;;Porttelefon Welcome ABB;19,14;;;;
V;358595;;;Tillbehör passersystem Ateco;25,93;;;;
V;358600;;;Lås Safetron;12,30;;;;
V;358604;;;Ellås Safetron;37,51;;;;
V;358994;;;Solar Netto;50,00;;;;
V;358995;;;Solar Plus;50,00;;;;
V;360100;;;Antennmateriel Macab;64,90;;;;
V;360104;;;Koppar Lan Televes;63,65;;;;
V;360400;;;Antennuttag 33 Elko;57,00;;;;
V;360402;;;Antenn-mtrl RS Renvit 58 Elko;63,00;;;;
V;360404;;;CENTRUMLOCK RG36 ELKO;54,08;;;;
V;360410;;;Centrumplattor Antenn Hager;56,73;;;;
V;360700;;;Antennmaterial Berker S1 Hager;65,06;;;;
V;360800;;;Antenn Uttag =S=;66,34;;;;
V;360804;;;Antennmateriel 3H =S=;68,94;;;;
V;360994;;;Solar Netto;50,00;;;;
V;360995;;;Solar Plus;50,00;;;;
V;362300;;;Ur & Tid Westerstrand;48,55;;;;
V;362400;;;Audiokablage Jenving;76,27;;;;
V;362404;;;Bricka Ljud 37 Elko;11,79;;;;
V;362700;;;Audio uttag Hager;56,73;;;;
V;362804;;;Antennuttag och tillbehör Saga ABB;49,47;;;;
V;362994;;;Solar Netto;50,00;;;;
V;363111;;;Brand Konv Sie;25,88;;;;
V;363114;;;CCTV IP kameror 3SVFB SP V-Bilt;46,73;;;;
V;363130;;;Inbrott Branddetektorer 3SIGW SP V-Bilt;33,66;;;;
V;363134;;;Inbrott IR detektorer 3SIDA SP V-Bilt;53,53;;;;
V;363136;;;Inbrott Larmkabel,  Boxar 3SIGJ V-Bilt;34,93;;;;
V;363138;;;Inbrott Magnetkontakter 3SIDF SP V-Bilt;40,67;;;;
V;363140;;;Inbrott Seismiska detektor 3SIDC V-Bilt;55,02;;;;
V;363142;;;Inbrott Seismiska detektor 3SIDD V-Bilt;53,90;;;;
V;363146;;;Inbrott SPC 3SIPH SP V-Bilt;43,23;;;;
V;363148;;;Inbrott Strömförsörjning 3SIGP V-Bilt;49,70;;;;
V;363150;;;Inbrott Trådlösa detekt. 3SIDG V-Bilt;38,10;;;;
V;363152;;;Larmsändare V-bilt;44,78;;;;
V;363160;;;Larm & Tbh V-Bilt;58,74;;;;
V;363165;;;Detektor Extronic;45,26;;;;
V;363166;;;Central Extronic;45,26;;;;
V;363168;;;Security LarmTbh V-Bilt;38,27;;;;
V;363169;;;Övriga larmtillbehör Extronic;45,26;;;;
V;363174;;;Magnetkontakter V-Bilt;39,74;;;;
V;363190;;;Inbrott Galaxy;41,45;;;;
V;363212;;;PowerMaster Visonic;53,38;;;;
V;363214;;;PowerMax Visonic;50,66;;;;
V;363230;;;Rök- och värmedetektorer Ateco;25,93;;;;
V;363231;;;Rökluckor och tillbehör Ateco;25,93;;;;
V;363232;;;Skyltar och dekaler Ateco;25,93;;;;
V;363233;;;Strömförsörjningar tillbehör Ateco;25,93;;;;
V;363234;;;Testutrustning Ateco;25,93;;;;
V;363235;;;Tillbehör Brandlarm Ateco;25,93;;;;
V;363236;;;Tillbehör detektorer Ateco;25,93;;;;
V;363237;;;Tillbehör Larmknapp Ateco;25,93;;;;
V;363238;;;Tillbehör Optisk/Akustisk signalenhet At;31,88;;;;
V;363239;;;Övriga detektorer Ateco;25,93;;;;
V;363240;;;Dokumentation Ateco;25,93;;;;
V;363241;;;Dörrmagneter och dito tillbehör Ateco;25,93;;;;
V;363242;;;Dörrstägning Ateco;25,93;;;;
V;363243;;;Larmknapp,  Brytare & omkopplare - 1 Ate;31,88;;;;
V;363244;;;Larmknapp,  Brytare & omkopplare - 2 Ate;31,88;;;;
V;363245;;;Modulskåp Ateco;25,93;;;;
V;363246;;;Nödtelefon & utrymning Ateco;25,93;;;;
V;363247;;;Optisk / Akustisk signalenheter Ateco;25,93;;;;
V;363248;;;Startpaket Ateco;25,93;;;;
V;363249;;;Detektorkabel & Tillbehör Ateco;25,93;;;;
V;363252;;;Aspirerande Brand Ateco;25,93;;;;
V;363253;;;Brandlarmscentraler Ateco;25,93;;;;
V;363254;;;Bygglarm Ateco;25,93;;;;
V;363256;;;Inrymning (PDV) Ateco;27,37;;;;
V;363260;;;Larm konv. Honywell;41,76;;;;
V;363344;;;Wiser brandvarnare H7 =S=;48,00;;;;
V;363355;;;NEST NETTO;5,89;;;;
V;363370;;;Security TBH 370 Solar;18,62;;;;
V;363380;;;TVO Server;17,89;;;;
V;363381;;;TVO Server Tillbehör;0,00;;;;
V;363406;;;Video IP Bosch 1A 1B 6A;34,73;;;;
V;363410;;;Inbrottslarm Bosch;36,10;;;;
V;363411;;;Inbrottslarm 2 - Keenfinity;36,84;;;;
V;363412;;;Inbrottslarm moq Bosch;35,69;;;;
V;363420;;;Videoövervakning Uniview;40,31;;;;
V;363430;;;Kameror Dahua;44,21;;;;
V;363433;;;NVR & Nätverk Dahua;44,21;;;;
V;363437;;;Tillbehör - I Dahua;53,26;;;;
V;363438;;;Tillbehör - II Dahua;27,37;;;;
V;363439;;;Övrigt Dahua;45,79;;;;
V;363500;;;Larmsändare Övriga Add Secure I;43,93;;;;
V;363501;;;Larmsändare Övriga Add Secure X;48,18;;;;
V;363503;;;Larmsändare Airborne Add Secure X;32,87;;;;
V;363504;;;Larmsändare Airborne Add Secure II;22,11;;;;
V;363505;;;Larm Spec Add Secure;34,21;;;;
V;363507;;;Larmsändare Iris Addsecure;44,21;;;;
V;363508;;;Tbh Add Secure;19,86;;;;
V;363509;;;Iris Tbh-1 Addsecure;44,21;;;;
V;363600;;;Inbrottslarm  Fire & Security UTC;47,68;;;;
V;363606;;;Videosäkerhet UTC;41,57;;;;
V;363609;;;Startpaket Aritech;43,90;;;;
V;363617;;;Brand Konv UTC;47,09;;;;
V;363618;;;Brand Adress UTC;43,50;;;;
V;363630;;;Brandlarm Smartcell Kidde;33,68;;;;
V;363635;;;Aspirerande Brand Kidde;44,13;;;;
V;363650;;;LarmTbh R40 Security Kamic;58,59;;;;
V;363702;;;KNX Brandvarnare Hager;39,89;;;;
V;363720;;;LarmTbh Alarmtech;60,15;;;;
V;363721;;;LarmTbh-2 - Alarmtech;56,68;;;;
V;363722;;;Verktyg Alarmtech;53,97;;;;
V;363724;;;Optokabel Alarmtech;39,60;;;;
V;363750;;;Brand Factory Securitas;77,18;;;;
V;363752;;;Batteridekal BrandFactory;46,31;;;;
V;363760;;;Larmsändare Tbh Add Secure;38,37;;;;
V;363762;;;Larmsändare Dalm Add Secure;19,19;;;;
V;363770;;;BrandTbh Housegard;28,37;;;;
V;363772;;;Larmkort Hellmertz;37,13;;;;
V;363776;;;Säkerhetssystem RS Renvit 58 Elko;61,91;;;;
V;363778;;;Säkerhet R1 R7 D1 Elko;62,15;;;;
V;363780;;;Sirener Indusec;61,98;;;;
V;363800;;;Övriga Larm ochTbh;45,64;;;;
V;363801;;;AxxonSoft;49,47;;;;
V;363806;;;Motstånd Larm Modern Elteknik;67,41;;;;
V;363810;;;BrandTbh Esylux;62,34;;;;
V;363814;;;Driftlarm;56,64;;;;
V;363818;;;LarmTbh Extronic;45,19;;;;
V;363820;;;LarmTbh Solar;65,38;;;;
V;363824;;;Siren Solar;62,89;;;;
V;363850;;;Komponenter Tjeders;62,00;;;;
V;363852;;;SäkerhetTbh Tjeders;58,87;;;;
V;363860;;;Securitas Journal - Andersson;77,46;;;;
V;363872;;;LarmTbh VMC;52,28;;;;
V;363990;;;Solar Plus Brand;50,00;;;;
V;363994;;;Solar Netto;50,00;;;;
V;363995;;;Solar Plus Larm;50,00;;;;
V;370200;;;Interiörarmaturer Exaktor;68,18;;;;
V;370203;;;Tak/pendlade armaturer Exaktor/Proton;60,72;;;;
V;370205;;;Bänkarmatur Exaktor/Proton;54,39;;;;
V;370207;;;Basarmatur Tak Exaktor/Proton;54,21;;;;
V;370300;;;Interiörarmaturer Ensto II;60,57;;;;
V;370302;;;Interiörarmaturer Ensto I;62,86;;;;
V;370310;;;Tak/väggarmatur Jono Ensto;55,09;;;;
V;370340;;;Interiörarmatur KHS;45,92;;;;
V;370400;;;Interiörarmaturer Nokalux I;61,69;;;;
V;370410;;;Interiörarmaturer Nokalux II;53,02;;;;
V;370500;;;Interiörarmaturer Osram I;70,00;;;;
V;370510;;;Floodlight Ledvance;71,00;;;;
V;370610;;;Interiörarmaturer DesginLight;27,55;;;;
V;370649;;;Interiörarmatur SG X;67,20;;;;
V;370650;;;Interiörarmatur SG;68,00;;;;
V;370653;;;Basarmatur Tak SG armaturen;58,00;;;;
V;370654;;;Basarmatur Tak SG armaturen II;59,00;;;;
V;370655;;;Bänkarmatur SG armaturen;75,00;;;;
V;370657;;;Tak infälld armatur SG armaturen;54,00;;;;
V;370660;;;Interiörarmaturer  Hide-A-Lite;66,40;;;;
V;370662;;;Interiörarm Panel Kitchen Hide-A-Lite X;71,00;;;;
V;370760;;;Interiörarmaturer Philips;53,72;;;;
V;370800;;;Interiörarmaturer Westal;51,50;;;;
V;370961;;;LIGHT Interiör I;45,00;;;;
V;370962;;;LIGHT Interiör II;45,00;;;;
V;370971;;;SOLAR LIGHT Interiör I;45,00;;;;
V;370972;;;SOLAR LIGHT Interiör II;45,00;;;;
V;370994;;;Netto Ljus 70;50,00;;;;
V;372200;;;Kapslade Armaturer Proton I;73,59;;;;
V;372203;;;Industriarmatur IP23 Exaktor/Proton;60,98;;;;
V;372205;;;Industriarmatur IP44 Exaktor/Proton;58,24;;;;
V;372210;;;Kapslade Armaturer Proton II;63,39;;;;
V;372300;;;Kapslade Armaturer Philips;65,05;;;;
V;372310;;;Industriarmatur Arena SG;53,71;;;;
V;372313;;;Industriarmatur Area SG;60,04;;;;
V;372340;;;Industriarmatur KHS;14,44;;;;
V;372350;;;Industriamratur  Hide-A-Lite;65,00;;;;
V;372360;;;Industriarmatur SG;45,46;;;;
V;372362;;;Industriarm Liteline Hide-A-Lite X;66,58;;;;
V;372440;;;Kapslade Armaturer Osram;66,89;;;;
V;372450;;;Kapslade arm Ledvance;68,70;;;;
V;372460;;;Kapslade arm Westal;54,00;;;;
V;372470;;;Industriarmaturer DesignLight;42,19;;;;
V;372600;;;Kapslade Armaturer Scan Interlight;62,04;;;;
V;372701;;;Ensto kapslade armaturer;56,65;;;;
V;372971;;;SOLAR LIGHT Solar Industriarmatur I;45,00;;;;
V;372972;;;SOLAR LIGHT Solar Industriarmatur II;45,00;;;;
V;372994;;;Netto Ljus 72;50,00;;;;
V;373100;;;Nödljus Kamic;54,02;;;;
V;373220;;;Nödljus 0A =S=;53,05;;;;
V;373300;;;Nödljusarmatur KHS;40,95;;;;
V;373350;;;Nödljus SG;41,57;;;;
V;373500;;;Nödljus Ledolight;59,66;;;;
V;373510;;;Nödbelysning/skyltar Ledolight;70,21;;;;
V;373800;;;Nödljusarmaturer Teknoware;54,43;;;;
V;373961;;;SOLAR LIGHT Nödbelysning I;45,00;;;;
